question|answer
"Online textbook heavy. Grade is based highly on exams."| "-1.0, -1.0"
"Very rude professor. Exams were also way too hard for a beginner-level course. I'd avoid him if possible."| "-0.5, -0.5"
"If you want a good example of his competency, he assigned three debates and started the first one with, "So how should we do this?" He's a smart man, but teaching isn't for everyone. His lectures are boring and overall unhelpful, so this class is textbook heavy. The material is easy though, so just read the book and you'll be fine."| "-0.5, -0.0"
"This professor did not help prepare our class for any of the exams, he instead made us rely solely on our assigned textbook homework and quizzes.  Our class was supposed to be twice a week, but he used one of the days as office hours instead of lecturing. On the days he would teach, he barely lectured and assigned us online simulators instead."| "-1.0, -0.0"
"Doesn't know how to teach. 3 exams, one debate paper, and some online homework. Class was suppose to be twice a week but he used Thursday for "office hours." The professor would love to do these useless simulations on Tuesdays which were not beneficial in any way for the exam. He did not prepare us well for any of the exams. Quite disappointed."| "-1.0, -0.0"
"I wouldn't take this professor again. Everything was online basically. Three exams and none of the students were prepared for it. No exam review and we barely reviewed in class. Our second day of class we have for the week turned into office hours instead of a lecture class. on one day we only do simulations, waste of time didn't help."| "-0.5, -0.0"
"This professor did not prepare us for the exams and he just assigned us online simulators that were fun to do but wasn't beneficial for the exam. He did not even give us a review on the topics for the exams. He is accessible during his office hours."| "-1.0, -0.0"
"It's a graduate course in Economics: you'll have to do your own part of the job to get a good understanding and an excellent grade. Dr Hyndman gives good explanations and encourages participation during lectures. Doing a good job on the weekly homework will prepare you for the exams and make getting an A easier."| "1.0, -0.5"
"I think that was the first time he teach this class, so he did not know how to teach it. Three exams and online homework every week."| "-0.5, -0.0"
"The grade is solely dependent on 4 exams, but she drops the lowest one. Dr. Rodrigue does thoroughly go over the material for each lecture and is clear on the exam format (mainly MC, with 4 short answer Q's). Make sure to know the research studies discussed in the PPTs well. If you can apply the info to MC questions then you'll do just fine!"| "0.5, -0.0"
"Prof Rodrigue is a good choice if you're familiar with neuroscience already. She has good slides but doesn't post them till after class which can be annoying. Extra credit by clicker questions so try not to miss class because they are 4 freebie points to your final grade. Know her slides & read textbook if you need more info & you'll be good."| "0.5, -0.5"
"I made a mistake taking this class without taking an NSC class before. It's a really tough subject, some of her tests are easy most are hard. My issue with her is that she speaks so fast you can't keep up with notes. If you tell her to slow down she just goes faster. Hardly anyone keeps up with her in class. I don't know why she's in such a rush"| "0.0, -0.5"
"Does not post slides until 3 days before an exam. Talks extrememly fast and speeds to PP, I had to record lec and type as fast as possible to keep up. She confuses herself. Gives EC thru clicker Qs, ask for code on Groupme & you don't have to show up. Drops 1 exam. Lots of self study. Get the book. I studied heavy but she speaks way too fast."| "-1.0, -0.0"
"Dr. Rodrigue is intelligent and kind. But her tests are just too difficult. Ambiguous application questions and random short answer questions that are graded harshly make her tests barely passible if you don't know neuroscience well already. If you're familiar with it now, go ahead and take her. If this is new to you, move on."| "-1.0, -1.0"
"You take four tests and the highest three are used to determine your grade. Honestly is a very easy class if u need a GPA booster. Going to class and buying the textbook is absolutely not needed. Just read the slides and ur good. She does give extra credit attendance points as well."| "1.0, 1.0"
"Course-straightforward; Exams-fair w/mainly MC. You can succeed by reading book; memorizing slides; and attending class.   *Do NOT expect to be challenged as a NSC student; she reads slides word for word; she is RARELY able to answer (relevant) inquiries that stray from the slides; Would only take if a)need a GPA boost; b)need a basic NSC review;"| "-0.5, -0.0"
"Very clear and straightforward in managing the class (grading criteria, lecture slides, eLearning organization, communication, timeliness, etc). Ready to help, reasonable, no frills what you see is what you get type of approach. Grading is more than reasonable (no +'s and -'s, just straight up letter grade), plenty of extra credit. Not bad at all."| "0.0, 0.5"
"I am neuroscience major so most of the things she lectured on were pretty straightforward. She is very interesting to listen to and very nice. She has 4 tests but she drops your lowest and also give extra credit! I would recommend her class :)"| "0.5, 1.0"
"If you're well versed in neuroscience or psychology, this class won't be as hard to you as it would be to others. Much of the material is a rehash of basic psych/neuro concepts with added depth, which factors into some tricky test questions. Overall not too difficult, minimal studying and showing up to class will get you at least a passing grade"| "0.75, -0.0"
"Don't bother to show up for class, participate or ask her questions. Swallow the book and still be ready to barely pass. Worst professor ever. She should have a PhD in reading slides!"| "-1.0, -0.5"
"Dr. Rodrigue is a nice, knowledgable person. However, she can be dry, her lectures can drag, and her tests are difficult. In my opinion, she made it hard to be interested in the subject. Towards the end of the semester, less and less people show up, she posts lectures online and gives 2-3 bonus pts on tests. But, probably wouldn't take her again."| "0.5, -0.0"
"The professor is a really nice lady and willing to help if you don't understand parts of the subject material. HOWEVER, test are somewhat challenging due to a large portion of the test being ridiculously ambiguous! Material on test rarely correspond to what is discussed in lecture. Professor avoids questions she does not know the answer too."| "-0.25, -0.0"
"Rodrigue is willing to explain things until everyone understands them; her lectures are helpful. That being said, the exams are extremely difficult, they cover what she goes over in class, but follow more closely to the book. Details about specific brain functions and various parts must be memorized. There are open ended questions that are hard."| "0.25, -0.0"
"Dr. Rodrigue is INCREDIBLY intelligent. She is a master of the subject. Her grading is straight-forward and fair. She is willing to explain everything down till you understand. She doesn't post slides, so you must write like crazy. 4 tests and 1 homework. If you pay attention in class and read the book, you can get an A."| "0.75, -0.0"
"I didn't have any other neuroscience/cognitive science knowledge other than what I learned in Intro to Psych. However, coming to class, reading the book, and doing a fair amount of studying, I was able to make an A. The professor is really nice and helpful. Though some of the material was dry, I thought the class was really interesting overall."| "1.0, -0.0"
"Great professor. She is new and it shows, but she knows her material. You need to read the book, she follows it pretty closely."| "0.5, -0.0"
"Very nice and approachable professor, however class is so dry and boring. Professor Rodrigue does her best to make the subject matter interesting , she has guest lecturers come in time to time. Reading the book is helpful if you dont come to class. Slides are NOT online. She does however do a review before the test, helpful. Her research is cool."| "0.5, -0.0"
"I was really looking forward to this class, but was extremely disappointed. It was hard not to fall asleep. PowerPoint presentations just take the joy out of learning."| "-1.0, -0.0"
"Her way of teaching is standard: through PowerPoint Lectures and discussion, yet with her extensive knowledge of the subject, she makes sure that all of your questions are answered. It was impressive how organized about student questions, grades, and participation she was. Her caring, compassionate, (even humorous) character were also a big plus!"| "1.0, -0.5"
"Professor Hashim is great. The class is fairly easy, if you do the work. All quizzes and tests are online, with the exception of a research paper at the end of the semester. She types an outline as she lectures, so it's easy to follow along. Lots of group activities in class. Overall, she's a great prof and her class is fairly easy to do well in."| "0.5, -0.0"
"Was looking forward to this class based on her rhet reviews but thoroughly disappointed. Lectures are not prepared at all, assignments are unclear. Do not take this class if you can avoid it, she makes you memorize the book even though her lectures and activities are mediocre at best."| "-0.5, -0.5"
"Top notch professor. OK class,  you have to write some pretty tough papers. Prof H makes it easy though, and worth it. The feedback she gives you is extremely helpful, and if you follow it you will receive an A on your papers. Showing up to class is mandatory, but will make you a better writer. Overall I Highly recommend taking with Prof Hashim."| "1.0, -0.0"
"Professor Hashim was one of the teachers I encountered during my first semester and she is easily one of my favorite. Class discussion was never boring and she always has a sarcastic comment ready when needed. Her last paper is kind of rough, and she grades hard, but believe me, it's worth it."| "1.0, -0.5"
"It your basic rhetoric class. Just show up and do the assignments she asks you to do and you'll do just fine. She's very nice and pretty clear on what she wants on papers or assignments. You do drafts where she gives you advice on how to make it better. If you follow her advice and make the changes she asks for, you'll get an A on the paper."| "1.0, 0.5"
"Professor Hashim is quite an interesting teacher. Although my class could be loud and rowdy, she was patient and even has a very interesting, and sarcastic sense of humor. She grades hard so PAY ATTENTION to her lectures. Her lectures seem boring but they're essential."| "1.0, -0.5"
"Tough grader, but clarifies what she expect and how you can improve. Just follow her suggestions and comments to improve your essay and your grade. Reading quizzes are simple. Participation is quite important, many grades are based on assignments in class, including the reading quizzes."| "1.0, -0.0"
"It is an English class therefore the homework is read one chapter of the textbook per class and then there is a quiz for it. Most times the quizzes are announced but she can give pop quizzes so make sure you read, plus the textbook is useful for becoming a good writer. A great teacher and really helpful. If you want to get an A you definitely can."| "1.0, 0.5"
"I personally dislike writing because it was always hard. Professor Hashim does a great job at helping students brainstorm and walking through the writing process. overall a good professor and she's quite attractive."| "1.0, -0.0"
"Sahalie is the chillest professor ever. She really cares about her students and has a close bond to all of us, while also maintains a respectable and professional atmosphere. Her class is always a great time!"| "1.0, -0.0"
"I think Miss S. is one of those professors who really tries to understand  her students. She makes sure that students get her point and improve their writing style. Also since, writing well is not everyones cup of tea, students need to work hard for a good grade. But over all if you are a hard worker and like to write then take her."| "1.0, -0.0"
"No extra credit, and quizzes are tough because her questions aren't specific enough."| "0.0, -0.5"
"Miss S is a great professor. She's always there to help you grow as a writer but also a tough grader. You'll definitely have to work for that A. Small class and you can tell she actually cares about you. Her critiques in essays aren't the nicest but they help you improve tremendously so you'll have to suck it up."| "1.0, -0.0"
"miss S makes sure that you understand the material and she is willing to sit back with you and help you on your assignments. Also she is a really good critique, which helps in a writing class."| "1.0, -0.0"
"Miss S is one of the most wonderful professors I have come across she helps you and makes your writing style improve alott definitely recommend her"| "1.0, -0.0"
"She taught the class well. She is not the loud, exciting type, but she enjoys talking to the class. You have to work to get a good grade on an essay. She is willing to help and will answer her email timely."| "1.0, -0.0"
"Dr. Lee knows a ton about physics and expects you to do the same. Lectures were very good, however lecture slides were relatively useless when using them for homework. I went to his office hours a few times and every time he was very condescending. Tests are 2/3 concept based and the rest is math, tests are hard but similar to homework."| "-0.5, -0.5"
"I was worried about switching to him since Kuei Sun left UTD. But, he was an excellent lecturer and very good at explaining things. Your grade is homework and tests with 5% weighted practice tests but homework and practice tests are unlimited attempts. For tests, memorize slides and do homework problems and you'll get an A overall with the curve."| "1.0, -0.5"
"This professor was one of the best I've had! He clearly knows what he is teaching when it comes to physics. Everything was explained in great detail on the slides, you may think that you can just see the slides and skip class but there is so much that he explains from the slides that it is impossible. Speaks clearly and gets the point through."| "1.0, -0.0"
"Dr. Lee is the first professor ive ever had where its obvious he wants you to pass. The exams are TOUGH but he curves based on a histogram, rather than the highest grade of all students like most profs do. I had heavy course load, couldnt dedicate a lot of time to this class, and still passed."| "1.0, 1.0"
"Hated this class. To be honest if professors are going to test you on something, they should go over it! Never went over math, just expects you to figure it out with the textbook. Definitely a professor who cares about his students, but doesn't know how to teach stuff that pertains to the exam."| "-1.0, -1.0"
"Found the lectures to be very helpful in understanding the material. The class consisted of weekly HW, 3 exams, and a final. He implemented honorlock after Exam I due to cheating but the class is graded on a curve so 70s on the exam could still net you an A depending on how the class did. Listen to lectures + do the HW and you'll be fine."| "0.5, -0.0"
"Lectures are difficult pretty overwhelming sometimes but you can't blame him it is a concept heavy course. I didn't attend the recitation sessions from the TA or read the textbook. Do the lectures and do the Mp, invest in Chegg ONLY FOR THE HW. REDO THE MP BEFORE TESTS and keep a formula sheet ready for the HW (makes much easier). Hard, but not bad"| "0.5, -0.5"
"Mark Lee explains the concepts a lot and likes to go into a lot of detail about where an equation comes from and how to derive it. He spends a lot of time going over explaining an equation and concepts rather than applying them. Imagine taking a calculus class where all they show you are the equations, but never show examples or apply them."| "-1.0, -1.0"
"Grading for this class was pretty confusing- tests are hard and heavily curved so that 70-80s equate to an A. Dr. Lee is a solid lecturer though and accessible outside of class so as long as you put in the effort and ride the curve you should be fine."| "1.0, -0.0"
"Dr. Lee is an amazing lecturer, he knows the material and is able to explain concepts really well. However, his exams are brutal, so there's usually a curve on the final grade. We only had mastering physics as homework and he does "spot check" attendance, where he randomly calls on a student to answer a question related to the topic he's going over"| "0.5, -0.5"
"Dr. Lee was fantastic and knowledgeable at explaining and he's one of the best physics professors at UTD, but the class structure was weird. He calls on everyone whether or not you know the answer, and the exams are purposely tougher for the sake of the MCAT however not every student is a premed.. Around 30% of the class will get some form of A."| "0.5, -0.5"
"Physics is not my strong suite, but I survived. The curve helped me because many students did so poorly that my less than average test scores made the cut. Read before class because he calls on students to answer questions, and visit his office hours. Complete *all* the homework assignments (definitely invest in chegg for the semester)."| "0.5, -0.5"
"Too difficult for a freshman level course. Exams are brutal, especially the final. The homework is unforgiving as well . The only saving grace is that he adapts the grading scale based off overall class performance, but due to this, you can never know your grade until after the class is over. Needless to say, it's quite the gamble."| "-0.5, -1.0"
"The biggest mistake I made in the undergrad career was taking Lee for college physics. His exams were super long and wordy, and had multiple steps so it took up a lot of time to read, comprehend and finish the problem. He taught this as a higher level class when majority of students only need it to graduate. Take it at comm college if you need to"| "-1.0, -1.0"
"Lee's lectures are clear, he encourages lots of questions, and he has hilarious anecdotes to go with almost every lesson. The midterm exam was not too hard, the homework was the easiest I've had in an upper level physics class, and the final presentations were fun and interesting. Overall, I had a lot of fun while learning a lot of physics"| "0.75, 0.5"
"One of the most organized professors I've ever taken. Crystal-clear lectures make the otherwise difficult subject matter easy to understand. It's not impossible to do well, but he'll make you work for it. His lectures often conclude with hilarious, clever jokes that relate to the material covered that day"| "1.0, -0.0"
"His lectures are inspiring at the same level as Gartstein's, just in a different sense. He knows how to simplify difficult concepts yet still retain their profundity. Relevant anecdotes given at the end of each lectures, usually associated with a Nobel prize, are humorous and thought-provoking. Exams are conceptual--simple but can be tricky."| "0.75, -0.0"
"Thermodynamics is my least favorite topic in physics. However, this class is essential and Prof. Lee has a way of making this class -very- interesting by relating it to real world concepts. The homework can be very difficult, but the tests are manageable. Plus, they are curved so that the average in the entire class is a B+. Overall, excellent."| "1.0, -0.5"
"He's a solid professor, teaching well, but his lectures are painfully boring. Yet, if you're attentive, you'll learn a lot. However, his tests are the downside. While homework and workload are manageable, the tests are designed to make you fail, making them insanely challenging."| "0.0, -1.0"
"This professor was very disorganized and his lectures put me to sleep - doesn't respond to emails. Exams are based on pure memorization and homework was incredibly difficult near the end of the semester. Don't take him."| "-0.5, -0.5"
"If I could I would give him a zero"| "-1.0, -1.0"
"All the reviews saying how bad this prof is are 100% true. RUN AWAYY AS FASTTTT as you can! Our last project is insanely hard and when you ask for help, Its almost like he doesnt even know how to do it himself. His class made me question if I should even keep doing cs as my major bruh"| "-1.0, -1.0"
"Unless you love breaking down and crying 10x harder because he gives a project that is literally impossible to do during exam week DONT TAKE HIM! He is the embodiment of not caring if his students fail, he cant even provide proper resources for his projects and even if you try to reach out to him, be prepared for him to not even know the answer"| "-1.0, -1.0"
"RUN AWAY DON'T TAKE THIS DUDE. He assigned two projects during exam week. doesn't care if students can't do them. his instructions on homework are so few that you will have no idea where to start or how to do them. if you don't have past knowledge of Linux it's very difficult. His exams are all memorization no understanding of actual material. RUN."| "-1.0, -1.0"
"lecture heavy class, assgn are lengthy. Having us attend class during finals week and assigned 2 assignments one during finals week and a lengthy assgn right before finals. Easy to pass this class if u do hw and study the slides for the exam. But if u can AVOID. His lectures are very boring no one pays attention."| "-1.0, -0.0"
"As someone new to CS and coding, he's a good lecturer and a great professor. He does read off the slides, but he explains and expands it in a way that is logical, and easy to follow, while also answering any questions you have. PAY PAY PAY ATTENTION, because otherwise, you will fall behind. Overall, if you put in the work, you will succeed."| "0.5, -0.5"
"he is an literal opp he would rather fail you than help you"| "-1.0, -1.0"
"His lectures are the most important resource due to the slides not having everything that we need to know on them. Sometimes class would drag because of how long we spent on certain topics. But as long as you pay attention and keep up with the material, you will be fine."| "-0.5, -0.0"
"He is not as bad as everyone says he is. His class is structured relatively well, so you know what to expect. He is a clear lecturer, but it can be difficult to pay attention because he is a little monotone. So long as you do YOUR PART and pay attention in class and do the assignments, you WILL BE FINE. He answers questions quickly too."| "0.0, -0.5"
"AVOID. AVOID. AVOID. This professor is one of the WORST professors I have ever had. First, his lectures are mindnumbling, he just reads off a slide. Second, he is unorganized. He says one thing in class, and does another in actuality. Third, he assigned a HW over Spring Break and when students couldn't do it, he didn't care. PS: No curves in anyway"| "-1.0, -0.5"
"I struggled in his class. The assignments were all manageable and were relatively easy, but he had a grader to review those assignments. The grader waited till the last week of the semester to grade a majority of the assignments and gave horrible feedback. Be ready to learn because you will struggle if you fall behind."| "-1.0, -0.0"
"Course started out rough because he was placed in this course, turned out to be a professor who cares about the lecture and if you understand it. Projects where unique compared to other professors and where easy to follow. Outside communication is very lackluster but overall good professor who grades mainly from projects and homework."| "1.0, -0.0"
"The class wasn't too bad if you put in the time and effort. Dr. Belkoura tested off his slides (which he put online before every class) and was pretty accessible outside of class, which helped. Projects got 100s even if they didn't compile. I'm not sure I learned much, but it wasn't stressful, at least."| "0.0, -0.0"
"He's just... average. Like he's fine. Not the best, not the worst. You'll have to read the textbook on your own. when you ask questions, he doesn't really demystify confusing content. however, 1337 is a pretty easy class and this prof is adequate for learning the basics."| "0.0, -0.0"
"This class was a bit of a nightmare. The professor was almost absent during the class, and would often forget to post class material and assignments, giving us less time for our weekly projects. Didn't respond to emails. Much of the projects wasn't even based on material, and we were required to teach ourselves core concepts of the course. Avoid!"| "-1.0, -0.5"
"TAKE this advice: follow the book exactly when writing emails/letter assignments. His in class review is exactly like the test; your answers need to be exactly the same(completely free response). Just because it is in the book DOESNT mean it will be counted correct on the test. Group project is kinda hard, just hope you get a good group."| "0.5, -0.5"
"Loves to talk about himself and what he has accomplished/currently doing. Class lectures are pretty boring. Will call out on people and make rude comments, makes everyone really uncomfortable."| "0.25, -0.0"
"Grades are very subjective. He talks a lot about him self and drops a lot of names during class. he requires attendance (10% of grade) but then talks about him self and insults class members the whole class. I do not like this professor because he makes everyone very uncomfortabl several times each lecture, but I learned a fair amount in his class."| "-0.25, -0.5"
"Very good professor.I really enjoyed every moment spent in his class.True that exams are subjective but if you put little effort, they seem easier than objective type exams. Take him if you really want to learn Accounting.Case studies were great too!!"| "0.0, -0.0"
"Great class and amazing professor! By far one of the best professors I took at UTD!"| "1.0, -0.0"
"I enjoyed this class. Interesting guy, worth a look. Online homework(not for me), and 3 papers. Gotta talk sometimes, but that was cool."| "1.0, 1.0"
"This Professor made a lasting impact on my life. You would be missing out if you do not take his class. I promise you will learn a lot from this man. He has an amazing resume and has a gift for teaching. No one ever wanted to miss his class; I was sad when it ended.  I am forever grateful for Professor McCuistion."| "1.0, -0.0"
"Great professor and very helpful too!! Easy class if you simply follow instructions and work a little ahead of time. Always there for students  in giving valuable feedback on how to improve your writing skills on given assignments. Enjoyed his class a lot!"| "1.0, 1.0"
"By far one of the best professors I have ever had!! As other people mentioned he expects students to attend class and do their work. He really cares about his students and is willing to help. He is very approachable, so if you need help, ask for it! I use and will continue to use the things he taught me for the rest of my life! Thank you professor!"| "1.0, 0.5"
"Not as bad as everyone is saying. Yes you have to read bc his tests are all fill in the blank and problems. But I actually walked away knowing something that I didn't just forget once the test was over. I would take him again"| "0.5, -0.5"
"Absolutly Aweful! highly recomend not to take his class. there is not much efficient learning that comes out of this class. wish i did not take it. Grading is no good either."| "-1.0, -1.0"
"One of the worst professors at UTD. Pick Jensy maier instead of him. He talks about all the unwanted stuff in class. He doesn't curve grades and his tests are SUBJECTIVE. dont take his class even if u get it for free.. Good luck"| "-1.0, -1.0"
"Professor is awful, avoid at all cost!! Dreaded class b/c all he is concerned about is name dropping and storytelling. He is serious about attendance and cannot use electronic devices. No need for it, you won't take notes unless you care about his life agenda. Awful class!"| "-1.0, -0.5"
"Dennis McCuistion mocks students because of their ethnicity. He spends the whole class telling stories and spends no time on lecturing or reviewing for exams. Pick another professor."| "-0.5, -0.0"
"He talks WAY too much about his work, his business, his traveling, and all the people he knows and meets with. The test are not super hard but they are time consumming and you def have to study. if i had an option i wouldn't talk him."| "-0.25, -0.5"
"This professor talks a lot. He likes to have class discussions and class interaction by having students do hwk problems on the board. The quizzes are okay but sometimes you don't know what to expect. Some of the questions are made to challenge you, so they will not be like the hwk. Attend regularly so you know what to expect on exams and cases."| "-0.5, -0.0"
"Mr McCuistion is a good teacher. You will need the book and attendance is necessary. I took him for b.communication last semester and decided to take him again fr accounting. He doesn't give away A's but you have to really not pay attention or do your work to fail."| "1.0, -0.0"
"Professor Nason is so nice! She is always very understanding that we all have lives outside of school. Her exams are half take home short essays and the other half a T/F and short definition exam. She uses readings from the book, which you should use on the exams. I wish I could write more on here, she is great and really cares about her students."| "0.75, -0.0"
"She's okay. Not good. But not too bad either. If you can get used to her saying "Mmmkay" after every sentence, she's mildly interesting. Still was not a fan of her class though."| "0.25, -0.0"
"OH MY LORD, I DO NOT LIKE THIS WOMAN. her tests are for people who can memorize EVERYTHING IN THE WORLD. take all the notes you want, NO HELP ON TEST. even though there is a review from the TA which is very helpful, you'll NEVER make a 100 on the test. ridiculous."| "-0.5, -0.5"
"Minimal use of book, all test questions come from notes except the second from a movie - those were impossible! The difficult part of class is 4 essays are due same day as tests, makes studying difficult. If you have vision problems sit close, she writes on the board very small, does not use ppt, can be hard to follow as well"| "-0.25, -0.5"
"Good professor overall. Re-enforces the info in the book with personal experiences and she promotes students to participate in class discussions. The TA was very helpful and held her own reviews before tests. Attendance isn't mandatory and there's not much required work outside of class (at least in the summer session)."| "0.0, 0.5"
"I think that this class is easier than Intro to Psyc for a core credit. The test questions can be tricky however, and she requires essays to turn in with the tests (they are easy though). Go to class, read your book, get the online aid (you have to buy it), and do your assigments and you should do fine. (She also offered extra credit)"| "0.25, -0.0"
"Worst teacher i've ever had in my life and that is an understatement. If you want to ruin your GPA, take her class, she's good at doing that. Does not care about her students. More then half the material covered in class are not on the test and won't be used for anything. Don't take this teacher, she is HORRIBLE!"| "-1.0, -1.0"
"The TRUTH. You take notes all of class. 90% of the notes have nothing to do or are on the test. I've never had a teacher like this in my life, she actually took me outside of class and told me to drop her class. Don't listen to any other ratings, I am giving you the truth because I am disgusted with what she does to students. I am saving your grade"| "-1.0, -1.0"
"So easy even sociology majors could get a b+."| "0.25, 1.0"
"She's a good professor.Her classes are pretty easy. I've taken two and plan to take more. Her classes are very resonable, as long as you skim the textbook and pay attention, it is not too bad.She is very easy to talk to if you have any questions about her class or just want to talk to her. I would recommend taking her."| "0.5, 0.5"
"She tries to make her class extra hard to legitimize a 'social science.' She also does not use her own test forms, but relies on standardized forms. There are too many ambiguous questions and at least one was total crap according to the TA, but you pretty much have to write a paper to get her to change a score. She's not 'too' bad though."| "0.0, -0.5"
"very helpful and super nice! lectures are interesting, tests are a little difficult need to study for them. gives exercises that are interesting and buffer your grade. Awesome class! Definetly would recommend!!"| "0.75, 0.5"
"Great Teacher, took a class with her last semester and takin another one with her....just study for tests and do all the essays on time...easy a or b grade"| "1.0, 0.5"
"Amazing instructor. Cares about her students! Always keeps class interesting. Attend class, study for exam, and try to do well on papers and you will be fine"| "0.75, -0.5"
"Great teacher! knows the material very well. attend class, participate in discussions, do papers and exams and you will be fine. She is very helpful and cares about her students. Take her if you like structured classes"| "0.75, -0.0"
"Excellent teacher! Very friendly and knowledgeable. I have no interest in Sociology but she made it a great experience. Take this teacher!"| "1.0, 1.0"
"Not much studying required. Grading is easy, in my class it was only two tests and one ten-page term paper, with an optional third test. Teacher actually cares if you do well or not."| "1.0, 0.5"
"Prof. Lary knows a lot of computational techniques and his class is really useful. He knows the subject well!"| "1.0, -0.5"
"Easy teacher. His tests are on Mastering Physics and he lets you retake them if you do not do so well. Just know the formulas and know a little bit of physics. Homework is also on Mastering Physics but answers are all online. Easy EASY A, David Lary is tooooo nice"| "1.0, 0.5"
"I do not know why people give him so many bad reviews. He does not care if people don't show up to class because this is college and people should be mature enough to choose for themselves. His lectures are actually pretty interesting and he explains physics really well so you will truly learn physics in a high level if you show up to class."| "1.0, 0.5"
"Needless to say, he was not for me. This professor does not cammand attention in the classroom and allows students to talk in class. This is problematic for someone who has no experience in a physics course before. Tests and exams are passable and easy."| "-1.0, -0.0"
"As someone who wants to be a Data Scientist, I was really excited in taking this class. I was concerned at first because I didn't have enough Matlab exposure (I did struggle at first in the class). But, Dr. Lary is very helpful and very accommodating. His hands on assignments and projects greatly help you learn the material, and I yearned for more!"| "1.0, -0.0"
"It is very useful for students who don't have enough skills in MATLAB."| "0.75, -0.0"
"His reviews were exactly the test, multiple choice. This doesn't help if you actually want to learn physics (i.e. Engineering), but if you need the credit, this class is the easiest class to take. The final has some old questions and some new ones. He even gave my class extra credit (idk why, I guess he just doesn't care)."| "-0.5, 1.0"
"If you like a class where you can find all the homework answers on google, the exams are exactly like the reviews, and a teacher who doesn't take attendance, THEN TAKE DR. LARY FOR MECHANICS!"| "0.25, 1.0"
"This class was so easy. The exam reviews are EXACTLY like the exams so don't skip out on them. However for the final there is a large pool of questions, so pray that your TA gets through the majority of them or else you will have to legit study for the final. Overall, I didn't learn much but easy A."| "1.0, 1.0"
"Do NOT buy the textbook, you will never use it. Lary's exam reviews are the key to getting an A in the class, because the questions in the review mirror the exam questions. Nice guy but really needs to learn how to lecture effectively--for this reason only like 15% of the class actually shows up."| "-0.5, 1.0"
"Nice guy, no student I have talked to dislikes him."| "1.0, 1.0"
"Lary is a really cool guy but he literally talks about nothing all class. I havent gone back since the second week of the semester. He does reviews before the exams which are identical in question and answers to the tests. Just go to those and you will make an A+. However, if you actually wanna learn physics, don't bother taking him."| "-1.0, 1.0"
"Worst professor. His lectures are completely useless and boring. He goes on tangents that have nothing to do with what you are learning. The homework is on masteringphysics; it takes tons of hours to complete and will be way harder than exam questions. Just show up to the exam reviews and you'll get a 4.0, but you won't learn much."| "-0.75, 1.0"
"Learned little throughout the course but still an easy A as long as you attend the reviews before each exam."| "-0.5, 1.0"
"Easy A. But this class is seriously boring. I didn't attend at all and still ended up with an A+ and I had no prior knowledge to physics. Only attend to his reviews and make sure you take notes on the review because they are exactly like the exams."| "-1.0, 1.0"
"Very easy easy class. His reviews are the same thing as his exams. Do not expect to learn much physics though, his class is way to easy. The only way to even understand physics is to go do the homework on masteringphysics. But the answers to the homework can easily be found on Google. This class is the easiest class I took in UTD."| "1.0, 1.0"
"He reads his lecture slides instead of teaching the material.  When asked a question about a problem, he reads the slide again.  At least he reviews the test before you take it so you have all the answers."| "-1.0, 1.0"
"I took this professor in spring 22 and i can not deal with this slander anymore. This was the GOAT professor. Anyone who is complaining about unfair grading scales needs to take a math class so they can learn how to calculate their grade. I straight took a 0 on the final and still got an A in the class. Take this guy if you have the chance. :)"| "1.0, 1.0"
"The worst prof i have ever had in my life. He does not respect his students and can't explain things clearly. He never listens to questions and just talks about random stuff. He doesnt have a clear grading criteria as he never explain his expectations. Just a bad professor overall. I don't know why he is even teaching"| "-1.0, -1.0"
"Easy class. Heavy curves and extra credit. Great lectures and review sessions. Exams had moderate difficulty. Changed grading partway through but not in a bad way. Professor is very caring and amazing. Probably cares too much because he learns students' names, calls on people in class, and sometimes does calculus proofs that everyone zones out for."| "1.0, 0.5"
"Professor Solanki did everything he could to make sure we succeeded in his class. Even though people were complaining about how he changed the grading policy, he only did it to help our grades. The hw was manageable and exams were straightforward if you went to the reviews. He is genuinely an amazing person and professor."| "1.0, -0.0"
"Truly a nice guy. He is very understanding and seems passionate about teaching. His lectures are often quite dull and seem pointless. The tests are almost all multiple choice with a couple of free-response questions. His curves are quite large even after changing the grading policy. It's important to attend the review sessions he has."| "0.0, -0.0"
"Solanki did end up changing the grading policy often, but it was always extremely in the student's favor (I needed a 75 on the final to get a 100 in the class). I found his lectures to be very clear and well explained, and, right before the test, he would practically go over all of the questions he was going to ask. The TA sucked though."| "0.5, 0.5"
"The professor did his best to help us get the best grade possible by modifying the grading policy. His lectures are helpful and the only way to do well in the class is by attending them. Homework was manageable because it is all online. Before every test he goes over everything that will be on the upcoming test."| "1.0, -0.0"
"He was a professor who tried his best to help students understand the concepts. Even tho he changed his grading policy several times, it was to promote students to actually learn. His lecture style was pretty decent, but sometimes just hard to understand, it just depends on how hard the material is. But otherwise, he is a good one."| "1.0, -0.0"
"Worst professor I have ever had. Changed the grading criteria at the very end of the semester making it very difficult to do well in the course. The exams are nearly impossible but he curves hard. Stay away."| "-1.0, -1.0"
"He changed the grading criteria 3 times at the end of the semester, making it significantly more difficult for us to get a good grade. Lectures are hard to understand and exams are difficult. Homework doesn't prepare you for exams. Very disorganized, and unfair grading policy given that he was so indecisive about the grading criteria."| "-1.0, -1.0"
